,GEOID,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3,OBJECTID
10575,15000US060530106031,4088,690,1945,548,1000,346,282,343,160,202,453,285,0,12,0,12,50,53,0,12,50,53,2143,804,1383,699,0,12,0,12,20,32,0,12,554,404,186,203,16,29,170,211,4088,690,1945,548,2143,804,10578
10576,15000US060530106032,3136,796,1395,609,351,187,128,140,0,12,916,565,0,12,0,12,0,12,0,12,0,12,1741,874,927,663,0,12,0,12,0,12,0,12,814,652,0,12,0,12,0,12,3136,796,1395,609,1741,874,10579
10577,15000US060530106041,3172,462,649,168,185,81,13,22,0,12,437,134,0,12,0,12,14,16,0,12,14,16,2523,445,1689,572,0,12,0,12,0,12,0,12,833,476,1,2,0,12,1,2,3172,462,649,168,2523,445,10580
10578,15000US060530106042,2775,494,621,256,288,194,45,40,5,9,230,169,0,12,0,12,53,67,8,14,45,65,2154,538,1558,525,13,16,0,12,0,12,0,12,530,314,53,85,0,12,53,85,2775,494,621,256,2154,538,10581
10579,15000US060530106051,4638,249,476,135,181,109,9,9,0,12,261,100,0,12,4,6,21,17,0,12,21,17,4162,278,3204,388,0,12,0,12,0,12,0,12,920,319,38,31,18,17,20,24,4638,249,476,135,4162,278,10582
10580,15000US060530106061,2308,443,1089,323,838,288,3,5,0,12,226,155,0,12,0,12,22,23,0,12,22,23,1219,426,699,342,0,12,0,12,15,26,0,12,505,255,0,12,0,12,0,12,2308,443,1089,323,1219,426,10583
10581,15000US060530106062,4925,668,397,194,108,68,0,12,0,12,278,173,0,12,0,12,11,18,0,12,11,18,4528,643,3000,560,0,12,8,26,0,12,0,12,1462,696,58,65,18,28,40,59,4925,668,397,194,4528,643,10584
10582,15000US060530106071,2317,365,198,101,79,75,13,20,15,23,72,56,0,12,0,12,19,19,0,12,19,19,2119,350,1321,377,0,12,31,46,0,12,0,12,767,322,0,12,0,12,0,12,2317,365,198,101,2119,350,10585
10583,15000US060530106072,2298,381,8,8,8,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2290,381,1662,401,0,12,0,12,0,12,0,12,607,238,21,33,21,33,0,12,2298,381,8,8,2290,381,10586
10584,15000US060530106081,1175,231,509,153,253,94,41,43,7,13,170,103,0,12,0,12,38,29,0,12,38,29,666,172,531,142,1,4,2,4,12,13,0,12,102,68,18,17,0,12,18,17,1175,231,509,153,666,172,10587
10585,15000US060530106082,1011,277,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1011,277,692,268,0,12,13,19,0,12,0,12,276,181,30,38,30,38,0,12,1011,277,0,12,1011,277,10588
10586,15000US060530106083,995,297,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,983,301,646,312,0,12,0,12,0,12,0,12,337,160,0,12,0,12,0,12,995,297,12,19,983,301,10589
10587,15000US060530107011,1241,322,990,244,875,235,7,12,0,12,16,26,49,75,0,12,43,41,0,12,43,41,251,236,251,236,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1241,322,990,244,251,236,10590
10588,15000US060530107012,3212,514,2510,362,2125,372,0,12,0,12,322,154,0,12,0,12,63,66,0,12,63,66,702,409,470,367,106,152,0,12,0,12,0,12,108,118,18,33,18,33,0,12,3212,514,2510,362,702,409,10591
10589,15000US060530107013,1368,272,1352,267,1143,257,15,24,0,12,60,67,0,12,0,12,134,128,0,12,134,128,16,27,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1368,272,1352,267,16,27,10592
10590,15000US060530107014,548,271,487,277,436,283,2,4,0,12,37,40,0,12,0,12,12,21,0,12,12,21,61,51,61,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,548,271,487,277,61,51,10593
10591,15000US060530107021,1857,287,1595,218,1551,225,0,12,0,12,26,29,0,12,9,13,9,16,9,16,0,12,262,186,262,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1857,287,1595,218,262,186,10594
10592,15000US060530107022,1674,266,1541,248,1324,189,0,12,0,12,152,107,14,26,0,12,51,43,0,12,51,43,133,89,99,85,0,12,18,19,0,12,0,12,16,26,0,12,0,12,0,12,1674,266,1541,248,133,89,10595
10593,15000US060530108041,1448,535,134,154,134,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1314,521,1118,470,0,12,0,12,0,12,0,12,196,291,0,12,0,12,0,12,1448,535,134,154,1314,521,10596
10594,15000US060530108042,1612,513,38,36,38,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1574,509,1395,518,0,12,0,12,0,12,0,12,179,201,0,12,0,12,0,12,1612,513,38,36,1574,509,10597
10595,15000US060530108043,2670,545,140,109,91,80,19,30,0,12,0,12,0,12,0,12,30,48,0,12,30,48,2530,540,2224,529,0,12,0,12,0,12,0,12,306,287,0,12,0,12,0,12,2670,545,140,109,2530,540,10598
10596,15000US060530109001,9130,420,5161,342,2061,208,2249,248,90,44,311,74,89,66,0,17,361,99,6,10,355,96,3969,322,3154,334,109,51,54,32,20,31,4,8,423,146,205,73,33,27,172,69,9130,420,5161,342,3969,322,10599
10597,15000US060530110001,1188,329,1118,320,1013,310,27,35,0,12,41,40,0,12,0,12,37,61,0,12,37,61,70,76,66,76,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,1188,329,1118,320,70,76,10600
10598,15000US060530110002,992,336,992,336,957,341,0,12,0,12,11,26,0,12,0,12,24,35,0,12,24,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,992,336,992,336,0,12,10601
10599,15000US060530110003,1533,465,1192,243,1104,231,23,37,0,12,28,31,0,12,0,12,37,57,0,12,37,57,341,504,341,504,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1533,465,1192,243,341,504,10602
10600,15000US060530110004,1040,373,903,359,763,318,11,18,0,12,52,70,0,12,0,12,77,74,0,12,77,74,137,185,19,29,0,12,0,12,0,12,0,12,118,183,0,12,0,12,0,12,1040,373,903,359,137,185,10603
10601,15000US060530110005,1304,550,915,332,903,333,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,389,481,365,479,0,12,0,12,0,12,0,12,0,12,24,37,0,12,24,37,1304,550,915,332,389,481,10604
10602,15000US060530111011,906,383,345,113,321,107,0,12,12,16,1,3,0,12,0,12,11,13,2,3,9,13,561,363,547,366,0,12,0,12,0,12,0,12,11,13,3,4,3,4,0,12,906,383,345,113,561,363,10605
10603,15000US060530111012,1317,384,96,74,66,70,0,12,0,12,7,12,0,12,0,12,23,32,0,12,23,32,1221,394,1103,389,22,24,11,16,0,12,0,12,85,97,0,12,0,12,0,12,1317,384,96,74,1221,394,10606
10604,15000US060530111013,3048,605,291,250,256,221,0,12,0,12,35,46,0,12,0,12,0,12,0,12,0,12,2757,598,1975,502,0,12,72,105,0,12,0,12,618,365,92,103,53,78,39,59,3048,605,291,250,2757,598,10607
10605,15000US060530111021,3925,1095,701,522,624,545,72,88,0,12,5,10,0,12,0,12,0,12,0,12,0,12,3224,950,2799,927,0,12,0,12,13,21,0,12,358,278,54,71,37,62,17,29,3925,1095,701,522,3224,950,10608
10606,15000US060530111022,3281,864,588,285,371,243,0,12,0,12,181,129,0,12,0,12,36,42,0,12,36,42,2693,859,1741,693,0,12,0,12,0,12,0,12,706,445,246,227,132,158,114,148,3281,864,588,285,2693,859,10609
10607,15000US060530111023,5240,998,756,552,261,170,0,17,14,20,0,17,0,17,0,17,481,517,0,17,481,517,4484,1078,2558,778,0,17,245,291,0,17,0,17,1559,736,122,131,103,121,19,34,5240,998,756,552,4484,1078,10610
10608,15000US060530112021,1443,545,344,333,329,332,10,10,0,12,4,12,0,12,0,12,1,8,0,12,1,8,1099,497,893,490,0,12,0,12,0,12,0,12,206,158,0,12,0,12,0,12,1443,545,344,333,1099,497,10611
10609,15000US060530112022,3077,473,367,174,241,171,0,12,16,23,72,92,0,12,0,12,38,56,0,12,38,56,2710,483,2371,476,0,12,0,12,0,12,0,12,315,152,24,22,7,12,17,19,3077,473,367,174,2710,483,10612
10610,15000US060530112023,2547,549,234,138,138,79,55,106,5,9,18,19,0,12,0,12,18,21,0,12,18,21,2313,565,1784,516,0,12,0,12,0,12,0,12,508,376,21,24,21,24,0,12,2547,549,234,138,2313,565,10613
10611,15000US060530112031,1426,488,14,16,14,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1412,487,1090,476,0,12,0,12,0,12,0,12,322,244,0,12,0,12,0,12,1426,488,14,16,1412,487,10614
10612,15000US060530112032,2840,657,222,117,171,112,44,48,0,12,7,12,0,12,0,12,0,12,0,12,0,12,2618,687,2048,629,0,12,23,38,0,12,0,12,501,487,46,48,46,48,0,12,2840,657,222,117,2618,687,10615
10613,15000US060530112033,2968,676,446,332,406,332,0,12,0,12,7,11,0,12,33,50,0,12,0,12,0,12,2522,616,2186,590,0,12,0,12,0,12,0,12,299,321,37,32,18,29,19,31,2968,676,446,332,2522,616,10616
10614,15000US060530112041,1170,334,450,232,433,231,0,12,0,12,12,14,5,9,0,12,0,12,0,12,0,12,720,259,582,253,0,12,0,12,0,12,0,12,138,129,0,12,0,12,0,12,1170,334,450,232,720,259,10617
10615,15000US060530112042,2718,355,90,74,77,72,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2628,344,1570,325,0,12,27,37,0,12,0,12,1001,424,30,35,7,11,23,33,2718,355,90,74,2628,344,10618
10616,15000US060530113021,2149,568,73,68,73,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2076,565,1524,506,0,12,59,96,0,12,0,12,493,384,0,12,0,12,0,12,2149,568,73,68,2076,565,10619
10617,15000US060530113022,1321,435,324,143,270,120,0,12,0,12,0,12,0,12,0,12,54,59,30,49,24,38,997,445,877,439,0,12,0,12,8,14,0,12,52,101,60,67,60,67,0,12,1321,435,324,143,997,445,10620
10618,15000US060530113023,2165,561,296,118,230,106,0,12,0,12,0,12,0,12,0,12,66,65,0,12,66,65,1869,557,1753,569,0,12,0,12,0,12,0,12,106,106,10,15,0,12,10,15,2165,561,296,118,1869,557,10621
10619,15000US060530113031,2873,485,1553,379,1390,372,80,75,33,31,9,15,0,12,0,12,41,31,0,12,41,31,1320,479,839,358,0,12,0,12,0,12,0,12,461,369,20,31,20,31,0,12,2873,485,1553,379,1320,479,10622
10620,15000US060530113032,1122,451,179,82,179,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,943,461,691,429,0,12,0,12,0,12,0,12,252,395,0,12,0,12,0,12,1122,451,179,82,943,461,10623
10621,15000US060530113041,1303,758,130,82,110,62,0,12,0,12,13,28,0,12,0,12,7,7,0,12,7,7,1173,753,876,742,51,78,0,12,5,8,0,12,239,234,2,3,0,12,2,3,1303,758,130,82,1173,753,10624
10622,15000US060530113042,3127,612,140,103,67,43,73,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2987,645,2540,723,0,12,0,12,0,12,0,12,374,285,73,117,0,12,73,117,3127,612,140,103,2987,645,10625
10623,15000US060530113043,2777,618,333,173,149,108,0,12,0,12,162,153,0,12,0,12,22,29,0,12,22,29,2444,593,1871,592,0,12,0,12,0,12,0,12,573,361,0,12,0,12,0,12,2777,618,333,173,2444,593,10626
10624,15000US060530114001,2173,263,1184,207,1098,202,38,42,6,7,36,33,0,12,0,12,6,7,0,12,6,7,989,254,921,248,0,12,3,4,0,12,0,12,65,71,0,12,0,12,0,12,2173,263,1184,207,989,254,10627
10625,15000US060530114002,2671,416,2070,340,1767,332,130,129,40,63,6,6,0,12,0,12,127,90,0,12,127,90,601,308,485,277,0,12,4,5,24,51,0,12,8,7,80,104,4,6,76,104,2671,416,2070,340,601,308,10628
10626,15000US060530115021,1514,314,1052,243,996,242,8,10,0,12,32,52,16,25,0,12,0,12,0,12,0,12,462,294,413,293,0,12,0,12,9,11,0,12,31,49,9,13,0,12,9,13,1514,314,1052,243,462,294,10629
10627,15000US060530116021,1455,367,1334,379,1243,373,19,31,0,12,65,73,0,12,0,12,7,13,0,12,7,13,121,132,121,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1455,367,1334,379,121,132,10630
10628,15000US060530116022,1303,326,1268,322,1252,322,0,12,0,12,0,12,0,12,0,12,16,24,0,12,16,24,35,35,27,33,0,12,0,12,0,12,0,12,8,9,0,12,0,12,0,12,1303,326,1268,322,35,35,10631
10629,15000US060530116023,976,284,959,288,890,279,0,12,33,44,36,60,0,12,0,12,0,12,0,12,0,12,17,27,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,976,284,959,288,17,27,10632
10630,15000US060530116024,1839,420,1662,368,1453,351,2,4,0,12,112,83,0,12,0,12,95,127,0,12,95,127,177,220,177,220,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1839,420,1662,368,177,220,10633
10631,15000US060530116041,1710,286,1673,283,1641,282,0,12,0,12,32,24,0,12,0,12,0,12,0,12,0,12,37,37,37,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1710,286,1673,283,37,37,10634
10632,15000US060530117001,992,199,969,197,881,185,0,12,0,12,52,43,0,12,9,13,27,39,0,12,27,39,23,35,0,12,0,12,0,12,0,12,0,12,23,35,0,12,0,12,0,12,992,199,969,197,23,35,10635
10633,15000US060530117002,1767,276,1527,264,1437,255,4,10,0,12,17,18,0,12,8,13,61,68,0,12,61,68,240,148,193,142,0,12,26,34,0,12,0,12,21,31,0,12,0,12,0,12,1767,276,1527,264,240,148,10636
10634,15000US060530117003,1367,323,1174,325,964,318,48,44,0,12,134,141,0,12,0,12,28,28,0,12,28,28,193,171,186,169,0,12,0,12,0,12,0,12,0,12,7,11,0,12,7,11,1367,323,1174,325,193,171,10637
10635,15000US060530118011,1446,352,1336,330,1194,297,1,3,14,20,30,37,0,12,0,12,97,94,0,12,97,94,110,145,17,27,0,12,0,12,0,12,0,12,31,48,62,95,62,95,0,12,1446,352,1336,330,110,145,10638
10636,15000US060530118012,725,312,689,326,510,313,0,12,0,12,150,149,0,12,0,12,29,31,0,12,29,31,36,57,36,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,725,312,689,326,36,57,10639
10637,15000US060530118021,712,233,544,195,512,189,0,12,0,12,32,49,0,12,0,12,0,12,0,12,0,12,168,113,149,110,0,12,0,12,0,12,0,12,9,13,10,16,10,16,0,12,712,233,544,195,168,113,10640
10638,15000US060530118022,969,218,832,210,747,205,0,12,0,12,85,111,0,12,0,12,0,12,0,12,0,12,137,109,137,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,969,218,832,210,137,109,10641
10639,15000US060530119001,995,217,880,180,781,179,41,35,0,12,58,76,0,12,0,12,0,12,0,12,0,12,115,108,103,109,0,12,0,12,0,12,0,12,0,12,12,18,12,18,0,12,995,217,880,180,115,108,10642
10640,15000US060530119002,1824,406,1630,381,1464,372,13,17,0,12,117,114,0,12,0,12,36,34,0,12,36,34,194,114,175,110,0,12,0,12,0,12,0,12,19,31,0,12,0,12,0,12,1824,406,1630,381,194,114,10643
10641,15000US060530119003,954,206,861,197,716,183,10,11,9,16,89,74,13,20,0,12,24,21,0,12,24,21,93,48,81,43,0,12,0,12,12,15,0,12,0,12,0,12,0,12,0,12,954,206,861,197,93,48,10644
10642,15000US060530119004,941,197,907,188,816,172,0,12,0,12,50,62,0,12,0,12,41,55,0,12,41,55,34,33,34,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,941,197,907,188,34,33,10645
10643,15000US060530120001,2045,329,1739,305,1431,314,47,66,26,25,75,55,0,12,0,12,160,84,0,12,160,84,306,114,210,123,0,12,0,12,0,12,0,12,96,71,0,12,0,12,0,12,2045,329,1739,305,306,114,10646
10644,15000US060530120002,1932,312,1752,294,1381,243,34,39,0,12,266,264,0,12,0,12,71,67,0,12,71,67,180,111,150,81,0,12,0,12,0,12,0,12,30,80,0,12,0,12,0,12,1932,312,1752,294,180,111,10647
10645,15000US060530121001,1082,155,887,134,827,130,10,13,0,12,22,20,2,5,0,12,26,23,0,12,26,23,195,106,195,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1082,155,887,134,195,106,10648
10646,15000US060530121002,1024,148,958,145,805,150,0,12,0,12,80,66,0,12,0,12,73,59,0,12,73,59,66,45,48,39,0,12,0,12,0,12,0,12,18,24,0,12,0,12,0,12,1024,148,958,145,66,45,10649
10647,15000US060530122001,624,211,581,219,573,221,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,43,47,35,46,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,624,211,581,219,43,47,10650
10648,15000US060530122002,1999,219,1838,220,1736,224,20,26,15,24,61,47,0,12,0,12,6,11,0,12,6,11,161,77,85,60,0,12,0,12,0,12,0,12,21,24,55,45,22,34,33,29,1999,219,1838,220,161,77,10651
10649,15000US060530123021,1992,209,1816,214,1703,208,28,31,7,8,72,46,0,12,0,12,6,11,0,12,6,11,176,81,121,68,20,32,0,12,0,12,0,12,10,10,25,22,12,17,13,15,1992,209,1816,214,176,81,10652
10650,15000US060530124011,1063,177,926,150,802,125,52,51,0,12,31,31,0,12,0,12,41,48,0,12,41,48,137,103,71,50,0,12,0,12,0,12,0,12,42,48,24,42,24,42,0,12,1063,177,926,150,137,103,10653
10651,15000US060530124012,586,119,526,114,514,114,5,8,0,12,7,10,0,12,0,12,0,12,0,12,0,12,60,39,59,39,0,12,0,12,0,12,0,12,0,12,1,2,1,2,0,12,586,119,526,114,60,39,10654
10652,15000US060530124021,1080,193,972,197,942,201,0,12,0,12,10,17,0,12,0,12,20,30,0,12,20,30,108,84,73,67,0,12,0,12,0,12,0,12,35,54,0,12,0,12,0,12,1080,193,972,197,108,84,10655
10653,15000US060530124022,794,333,524,129,424,128,14,21,0,12,74,93,0,12,0,12,12,19,0,12,12,19,270,299,261,298,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,794,333,524,129,270,299,10656
10654,15000US060530124023,1325,202,1214,205,975,190,10,16,0,12,139,118,0,12,0,12,90,56,0,12,90,56,111,68,73,60,0,12,0,12,0,12,0,12,38,37,0,12,0,12,0,12,1325,202,1214,205,111,68,10657
10655,15000US060530125021,1433,376,1167,305,953,273,73,97,0,12,77,76,0,12,0,12,64,58,0,12,64,58,266,150,203,140,0,12,25,40,0,12,0,12,25,38,13,21,13,21,0,12,1433,376,1167,305,266,150,10658
10656,15000US060530125022,1119,305,772,251,601,212,0,12,0,12,71,78,52,67,0,12,48,37,0,12,48,37,347,231,234,209,36,56,0,12,0,12,0,12,25,40,52,51,27,44,25,30,1119,305,772,251,347,231,10659
10657,15000US060530125023,1034,251,978,255,807,233,0,12,0,12,37,31,0,12,40,64,94,95,0,12,94,95,56,60,56,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1034,251,978,255,56,60,10660
10658,15000US060530125024,786,267,674,246,579,189,0,12,0,12,0,12,0,12,0,12,95,113,0,12,95,113,112,84,112,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,786,267,674,246,112,84,10661
10659,15000US060530125025,622,313,427,196,336,183,24,38,0,12,67,50,0,12,0,12,0,12,0,12,0,12,195,202,195,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,622,313,427,196,195,202,10662
10660,15000US060530126001,2215,374,1779,352,1359,283,126,69,36,39,93,56,0,12,0,12,165,68,3,6,162,67,436,116,405,113,0,12,0,12,17,25,0,12,0,12,14,20,0,12,14,20,2215,374,1779,352,436,116,10663
10661,15000US060530127001,759,193,648,181,576,164,10,18,0,12,34,42,0,12,0,12,28,26,0,12,28,26,111,124,111,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,759,193,648,181,111,124,10664
10662,15000US060530127002,458,172,423,169,353,172,9,16,0,12,41,49,0,12,0,12,20,17,9,15,11,17,35,31,22,25,0,12,0,12,0,12,0,12,0,12,13,20,13,20,0,12,458,172,423,169,35,31,10665
10663,15000US060530127003,1327,345,1221,334,926,269,0,12,0,12,80,65,0,12,105,130,110,106,0,12,110,106,106,88,69,55,0,12,0,12,0,12,27,37,0,12,10,16,0,12,10,16,1327,345,1221,334,106,88,10666
10664,15000US060530127004,1155,330,1024,337,586,156,266,236,0,12,130,135,0,12,9,15,33,40,0,12,33,40,131,89,83,68,0,12,9,16,0,12,0,12,39,52,0,12,0,12,0,12,1155,330,1024,337,131,89,10667
10665,15000US060530128001,966,244,888,211,806,204,0,12,0,12,82,85,0,12,0,12,0,12,0,12,0,12,78,82,43,62,0,12,0,12,0,12,0,12,0,12,35,55,0,12,35,55,966,244,888,211,78,82,10668
10666,15000US060530128002,1707,475,1413,381,1311,375,19,24,0,12,64,51,0,12,0,12,19,30,0,12,19,30,294,272,230,265,0,12,0,12,0,12,0,12,62,78,2,4,0,12,2,4,1707,475,1413,381,294,272,10669
10667,15000US060530128003,1025,308,969,299,941,296,0,12,0,12,12,18,0,12,0,12,16,25,0,12,16,25,56,67,29,55,0,12,0,12,0,12,0,12,27,42,0,12,0,12,0,12,1025,308,969,299,56,67,10670
10668,15000US060530128004,738,224,617,208,583,203,0,12,0,12,0,12,0,12,0,12,34,35,0,12,34,35,121,77,78,71,0,12,0,12,0,12,0,12,0,12,43,48,0,12,43,48,738,224,617,208,121,77,10671
10669,15000US060530128005,836,198,737,189,709,186,21,23,0,12,7,16,0,12,0,12,0,12,0,12,0,12,99,92,87,93,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,836,198,737,189,99,92,10672
10670,15000US060530130001,1649,253,1473,228,1126,241,57,54,0,12,253,114,0,12,7,12,30,27,0,12,30,27,176,113,77,51,18,21,10,16,0,12,0,12,60,73,11,19,0,12,11,19,1649,253,1473,228,176,113,10673
10671,15000US060530130002,718,242,616,234,343,99,137,186,0,12,89,64,0,12,0,12,47,49,0,12,47,49,102,96,42,47,0,12,0,12,0,12,0,12,14,20,46,63,46,63,0,12,718,242,616,234,102,96,10674
10672,15000US060530130003,1064,293,909,249,703,231,63,53,10,16,44,62,0,12,0,12,89,80,0,12,89,80,155,82,108,64,0,12,37,60,0,12,0,12,10,16,0,12,0,12,0,12,1064,293,909,249,155,82,10675
10673,15000US060530131001,1726,174,1509,160,1190,173,0,12,0,12,167,74,0,12,0,12,152,66,0,12,152,66,217,116,186,112,0,12,0,12,0,12,0,12,7,11,24,28,0,12,24,28,1726,174,1509,160,217,116,10676
10674,15000US060530132001,1941,231,1820,215,1520,212,1,3,6,11,229,78,0,12,8,13,56,68,0,12,56,68,121,95,87,81,0,12,0,12,6,11,0,12,28,45,0,12,0,12,0,12,1941,231,1820,215,121,95,10677
10675,15000US060530132002,2054,221,1824,241,1716,224,0,12,0,12,54,41,0,12,0,12,54,60,9,15,45,58,230,140,194,137,0,12,6,11,0,12,0,12,9,14,21,23,10,16,11,17,2054,221,1824,241,230,140,10678
10676,15000US060530133001,1834,579,1283,325,934,324,70,55,0,12,181,86,14,25,0,12,84,56,0,12,84,56,551,490,423,491,0,12,0,12,0,12,0,12,128,138,0,12,0,12,0,12,1834,579,1283,325,551,490,10679
10677,15000US060530133002,1352,365,1019,281,747,207,0,12,0,12,102,98,0,12,0,12,170,194,0,12,170,194,333,261,184,183,0,12,17,30,0,12,0,12,21,33,111,131,70,107,41,74,1352,365,1019,281,333,261,10680
10678,15000US060530133003,2011,402,1073,215,575,137,106,108,0,12,268,161,0,12,14,21,110,83,12,19,98,80,938,354,568,411,0,12,0,12,0,12,0,12,370,300,0,12,0,12,0,12,2011,402,1073,215,938,354,10681
10679,15000US060530133004,911,482,829,413,655,315,0,12,0,12,116,161,0,12,0,12,58,64,0,12,58,64,82,91,82,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,911,482,829,413,82,91,10682
10680,15000US060530134001,1683,124,1431,118,1192,96,23,21,0,12,141,93,4,7,0,12,71,37,0,12,71,37,252,101,127,44,0,12,2,3,13,22,0,12,108,92,2,5,0,12,2,5,1683,124,1431,118,252,101,10683
10681,15000US060530135001,905,244,775,243,206,88,288,125,0,12,119,71,0,12,0,12,162,118,0,12,162,118,130,120,6,9,24,30,0,12,0,12,0,12,100,115,0,12,0,12,0,12,905,244,775,243,130,120,10684
10682,15000US060530135002,1372,397,824,156,704,153,0,12,0,12,50,45,0,12,0,12,70,48,0,12,70,48,548,414,466,394,18,26,0,12,7,11,0,12,57,99,0,12,0,12,0,12,1372,397,824,156,548,414,10685
10683,15000US060530135003,2622,509,1678,403,718,197,293,153,71,95,522,282,74,95,0,12,0,12,0,12,0,12,944,390,550,305,63,86,0,12,0,12,0,12,331,280,0,12,0,12,0,12,2622,509,1678,403,944,390,10686
10684,15000US060530136001,2827,503,876,198,391,139,172,145,0,12,169,72,25,31,0,12,119,82,0,12,119,82,1951,484,1164,500,0,12,17,26,0,12,0,12,714,382,56,50,37,43,19,22,2827,503,876,198,1951,484,10687
10685,15000US060530136002,1487,364,827,172,610,151,71,66,10,16,129,99,0,12,0,12,7,12,0,12,7,12,660,302,318,176,0,12,0,12,0,12,0,12,294,308,48,65,48,65,0,12,1487,364,827,172,660,302,10688
10686,15000US060530137001,1599,315,569,198,340,144,0,12,10,16,170,138,36,51,0,12,13,29,0,12,13,29,1030,320,291,227,86,115,23,37,0,12,0,12,484,342,146,160,146,160,0,12,1599,315,569,198,1030,320,10689
10687,15000US060530137002,2359,554,372,129,152,117,89,77,0,12,111,84,0,12,0,12,20,32,20,32,0,12,1987,542,1319,347,0,12,0,12,0,12,0,12,568,487,100,113,100,113,0,12,2359,554,372,129,1987,542,10690
10688,15000US060530137003,936,299,500,205,115,90,284,177,0,12,59,75,0,12,0,12,42,40,0,12,42,40,436,243,342,247,0,12,0,12,0,12,0,12,94,85,0,12,0,12,0,12,936,299,500,205,436,243,10691
10689,15000US060530138001,1230,242,1031,225,356,128,102,84,0,12,220,120,86,128,0,12,267,163,0,12,267,163,199,159,93,99,0,12,0,12,0,12,0,12,106,146,0,12,0,12,0,12,1230,242,1031,225,199,159,10692
10690,15000US060530138002,3140,534,1781,346,761,217,158,105,1,2,264,203,448,293,0,12,149,92,0,12,149,92,1359,438,762,338,0,12,0,12,9,15,7,11,581,420,0,12,0,12,0,12,3140,534,1781,346,1359,438,10693
10691,15000US060530138003,1374,375,592,217,194,98,244,154,0,12,125,138,0,12,0,12,29,41,0,12,29,41,782,379,360,280,0,12,0,12,0,12,0,12,410,300,12,17,12,17,0,12,1374,375,592,217,782,379,10694
10692,15000US060530139001,1489,228,1147,184,641,118,137,108,0,12,88,98,203,128,0,12,78,54,0,12,78,54,342,133,216,160,5,8,13,18,4,6,0,12,91,102,13,16,0,12,13,16,1489,228,1147,184,342,133,10695
10693,15000US060530139002,1291,237,550,229,285,131,99,103,0,12,20,24,5,9,100,154,41,45,0,12,41,45,741,237,324,191,0,12,0,12,10,21,4,10,390,229,13,17,0,12,13,17,1291,237,550,229,741,237,10696
10694,15000US060530140001,2621,225,1244,197,785,140,88,84,8,10,230,136,22,22,4,8,107,49,3,6,104,48,1377,213,839,287,0,12,7,10,7,9,0,12,452,274,72,71,50,60,22,32,2621,225,1244,197,1377,213,10697
