OBJECTID,Short_Name,Full_Name
2790,C15010Hm5,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Education: WHITE ALONE, NOT HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)"
2791,C15010He6,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Arts, Humanities and Other: WHITE ALONE, NOT HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)"
2792,C15010Hm6,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Arts, Humanities and Other: WHITE ALONE, NOT HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)"
2793,C15010Ie1,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Total: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
2794,C15010Im1,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Total: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
2795,C15010Ie2,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Science and Engineering: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
2796,C15010Im2,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Science and Engineering: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
2797,C15010Ie3,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Science and Engineering Related Fields: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
2798,C15010Im3,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Science and Engineering Related Fields: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
2799,C15010Ie4,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Business: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
2800,C15010Im4,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Business: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
2801,C15010Ie5,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Education: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
2802,C15010Im5,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Education: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
2803,C15010Ie6,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Arts, Humanities and Other: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)"
2804,C15010Im6,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Arts, Humanities and Other: HISPANIC OR LATINO POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)"
2805,C16002e1,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Total: Households -- (Estimate)
2806,C16002m1,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Total: Households -- (Margin of Error)
2807,C16002e2,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: English only: Households -- (Estimate)
2808,C16002m2,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: English only: Households -- (Margin of Error)
2809,C16002e3,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Spanish: Households -- (Estimate)
2810,C16002m3,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Spanish: Households -- (Margin of Error)
2811,C16002e4,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Spanish: Limited English speaking household: Households -- (Estimate)
2812,C16002m4,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Spanish: Limited English speaking household: Households -- (Margin of Error)
2813,C16002e5,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Spanish: Not a limited English speaking household: Households -- (Estimate)
2814,C16002m5,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Spanish: Not a limited English speaking household: Households -- (Margin of Error)
2815,C16002e6,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other Indo-European languages: Households -- (Estimate)
2816,C16002m6,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other Indo-European languages: Households -- (Margin of Error)
2817,C16002e7,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other Indo-European languages: Limited English speaking household: Households -- (Estimate)
2818,C16002m7,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other Indo-European languages: Limited English speaking household: Households -- (Margin of Error)
2819,C16002e8,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other Indo-European languages: Not a limited English speaking household: Households -- (Estimate)
2820,C16002m8,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other Indo-European languages: Not a limited English speaking household: Households -- (Margin of Error)
2821,C16002e9,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Asian and Pacific Island languages: Households -- (Estimate)
2822,C16002m9,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Asian and Pacific Island languages: Households -- (Margin of Error)
2823,C16002e10,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Asian and Pacific Island languages: Limited English speaking household: Households -- (Estimate)
2824,C16002m10,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Asian and Pacific Island languages: Limited English speaking household: Households -- (Margin of Error)
2825,C16002e11,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Asian and Pacific Island languages: Not a limited English speaking household: Households -- (Estimate)
2826,C16002m11,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Asian and Pacific Island languages: Not a limited English speaking household: Households -- (Margin of Error)
2827,C16002e12,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other languages: Households -- (Estimate)
2828,C16002m12,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other languages: Households -- (Margin of Error)
2829,C16002e13,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other languages: Limited English speaking household: Households -- (Estimate)
2830,C16002m13,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other languages: Limited English speaking household: Households -- (Margin of Error)
2831,C16002e14,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other languages: Not a limited English speaking household: Households -- (Estimate)
2832,C16002m14,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS: Other languages: Not a limited English speaking household: Households -- (Margin of Error)
2833,B16004e1,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate)
2834,B16004m1,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Margin of Error)
2835,B16004e2,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Population 5 years and over -- (Estimate)
2836,B16004m2,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Population 5 years and over -- (Margin of Error)
2837,B16004e3,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak only English: Population 5 years and over -- (Estimate)
2838,B16004m3,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak only English: Population 5 years and over -- (Margin of Error)
2839,B16004e4,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Population 5 years and over -- (Estimate)
2840,B16004m4,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Population 5 years and over -- (Margin of Error)
2841,B16004e5,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "very well": Population 5 years and over -- (Estimate)
2842,B16004m5,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "very well": Population 5 years and over -- (Margin of Error)
2843,B16004e6,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "well": Population 5 years and over -- (Estimate)
2844,B16004m6,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "well": Population 5 years and over -- (Margin of Error)
2845,B16004e7,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "not well": Population 5 years and over -- (Estimate)
2846,B16004m7,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "not well": Population 5 years and over -- (Margin of Error)
2847,B16004e8,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "not at all": Population 5 years and over -- (Estimate)
2848,B16004m8,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Spanish: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2849,B16004e9,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
2850,B16004m9,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Population 5 years and over -- (Margin of Error)
2851,B16004e10,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "very well": Population 5 years and over -- (Estimate)
2852,B16004m10,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2853,B16004e11,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "well": Population 5 years and over -- (Estimate)
2854,B16004m11,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2855,B16004e12,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "not well": Population 5 years and over -- (Estimate)
2856,B16004m12,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2857,B16004e13,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2858,B16004m13,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other Indo-European languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2859,B16004e14,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
2860,B16004m14,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Margin of Error)
2861,B16004e15,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "very well": Population 5 years and over -- (Estimate)
2862,B16004m15,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2863,B16004e16,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "well": Population 5 years and over -- (Estimate)
2864,B16004m16,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2865,B16004e17,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "not well": Population 5 years and over -- (Estimate)
2866,B16004m17,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2867,B16004e18,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2868,B16004m18,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak Asian and Pacific Island languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2869,B16004e19,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Population 5 years and over -- (Estimate)
2870,B16004m19,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Population 5 years and over -- (Margin of Error)
2871,B16004e20,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "very well": Population 5 years and over -- (Estimate)
2872,B16004m20,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2873,B16004e21,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "well": Population 5 years and over -- (Estimate)
2874,B16004m21,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2875,B16004e22,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "not well": Population 5 years and over -- (Estimate)
2876,B16004m22,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2877,B16004e23,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2878,B16004m23,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 5 to 17 years: Speak other languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2879,B16004e24,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Population 5 years and over -- (Estimate)
2880,B16004m24,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Population 5 years and over -- (Margin of Error)
2881,B16004e25,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak only English: Population 5 years and over -- (Estimate)
2882,B16004m25,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak only English: Population 5 years and over -- (Margin of Error)
2883,B16004e26,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Population 5 years and over -- (Estimate)
2884,B16004m26,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Population 5 years and over -- (Margin of Error)
2885,B16004e27,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "very well": Population 5 years and over -- (Estimate)
2886,B16004m27,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "very well": Population 5 years and over -- (Margin of Error)
2887,B16004e28,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "well": Population 5 years and over -- (Estimate)
2888,B16004m28,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "well": Population 5 years and over -- (Margin of Error)
2889,B16004e29,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "not well": Population 5 years and over -- (Estimate)
2890,B16004m29,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "not well": Population 5 years and over -- (Margin of Error)
2891,B16004e30,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "not at all": Population 5 years and over -- (Estimate)
2892,B16004m30,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Spanish: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2893,B16004e31,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
2894,B16004m31,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Population 5 years and over -- (Margin of Error)
2895,B16004e32,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "very well": Population 5 years and over -- (Estimate)
2896,B16004m32,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2897,B16004e33,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "well": Population 5 years and over -- (Estimate)
2898,B16004m33,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2899,B16004e34,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "not well": Population 5 years and over -- (Estimate)
2900,B16004m34,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
2901,B16004e35,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "not at all": Population 5 years and over -- (Estimate)
2902,B16004m35,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak other Indo-European languages: Speak English "not at all": Population 5 years and over -- (Margin of Error)
2903,B16004e36,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
2904,B16004m36,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Population 5 years and over -- (Margin of Error)
2905,B16004e37,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "very well": Population 5 years and over -- (Estimate)
2906,B16004m37,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "very well": Population 5 years and over -- (Margin of Error)
2907,B16004e38,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "well": Population 5 years and over -- (Estimate)
2908,B16004m38,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "well": Population 5 years and over -- (Margin of Error)
2909,B16004e39,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "not well": Population 5 years and over -- (Estimate)
2910,B16004m39,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: 18 to 64 years: Speak Asian and Pacific Island languages: Speak English "not well": Population 5 years and over -- (Margin of Error)
